数据来源,标题,内容,帖子主题,是否活动贴,回复数,点赞数,浏览数,分享数,互动率,综合互动得分,情绪标签,提及产品,产品属性标签,创建时间,发布日期,发布小时
C酱2区,你会怎么做？,"你会怎么做？
",其他,否,0.0,0.0,109.0,1.0,0.0,0.3,中性,,,2025-08-13 21:30:55,2025/08/13,21
C酱2区,有姐姐的说说，亲姐弟这么做正常吗？,"有姐姐的说说，亲姐弟这么做正常吗？
",闲聊/水贴,否,0.0,0.0,125.0,0.0,0.0,0.0,中性,,,2025-08-13 21:43:16,2025/08/13,21
C酱2区,他好像是想要那双袜子,"他好像是想要那双袜子
",其他,否,0.0,0.0,121.0,2.0,0.0,0.6,正面,,,2025-08-13 21:52:54,2025/08/13,21
C酱2区,不懂啊这是什么意思？,"不懂啊这是什么意思？
",其他,否,0.0,0.0,115.0,2.0,0.0,0.6,中性,,,2025-08-13 21:54:29,2025/08/13,21
C酱2区,啊？？？太离谱了！,"啊？？？太离谱了！
",其他,否,0.0,0.0,84.0,1.0,0.0,0.3,中性,,,2025-08-13 21:59:22,2025/08/13,21
C酱2区,你是去参加啤酒节吗？,"你是去参加啤酒节吗？
",其他,否,0.0,0.0,118.0,2.0,0.0,0.6,中性,,,2025-08-13 22:03:48,2025/08/13,22
C酱2区,书生的报恩,"书生的报恩
",其他,否,0.0,4.0,112.0,2.0,0.0,1.7999999999999998,中性,,,2025-08-13 22:15:04,2025/08/13,22
C酱2区,什么食物可以让广东人感到愤怒,"什么食物可以让广东人感到愤怒
",其他,否,0.0,0.0,121.0,3.0,0.0,0.8999999999999999,正面,,,2025-08-13 22:19:56,2025/08/13,22
C酱2区,我不行  我喜欢学村民叫,"我不行  我喜欢学村民叫
",其他,否,0.0,4.0,118.0,2.0,0.0,1.7999999999999998,正面,,,2025-08-13 22:21:28,2025/08/13,22
C酱2区,这就是文字的张力吗？,"这就是文字的张力吗？
",其他,否,0.0,0.0,96.0,2.0,0.0,0.6,中性,,,2025-08-13 23:00:39,2025/08/13,23
C酱2区,能怪别人就别怪自己,"能怪别人就别怪自己
",其他,否,0.0,0.0,124.0,2.0,0.0,0.6,中性,,,2025-08-14 17:57:19,2025/08/14,17
C酱2区,《骆驼学长》,"《骆驼学长》
",其他,否,0.0,0.0,115.0,2.0,0.0,0.6,中性,,,2025-08-14 18:02:12,2025/08/14,18
C酱2区,宿舍有什么难忘的事儿吗?,"宿舍有什么难忘的事儿吗?
",其他,否,0.0,0.0,114.0,2.0,0.0,0.6,中性,,,2025-08-14 18:11:01,2025/08/14,18
C酱2区,正能量！！！,"正能量！！！
",其他,否,0.0,0.0,124.0,1.0,0.0,0.3,中性,,,2025-08-14 18:51:58,2025/08/14,18
C酱2区,好家伙，电影《寄生虫》照进现实,"好家伙，电影《寄生虫》照进现实
",其他,否,0.0,0.0,126.0,1.0,0.0,0.3,正面,,材质,2025-08-14 19:05:47,2025/08/14,19
C酱2区,外卖大战骑手be like,"外卖大战骑手be like
",其他,否,0.0,1.0,122.0,1.0,0.0,0.6,中性,,,2025-08-14 19:15:18,2025/08/14,19
C酱2区,4点钟我还没起，看着就好累！,"4点钟我还没起，看着就好累！
",其他,否,0.0,0.0,9.0,1.0,0.0,0.3,正面,,,2025-08-14 19:15:41,2025/08/14,19
C酱2区,有点可爱了,"有点可爱了
",其他,否,0.0,0.0,115.0,1.0,0.0,0.3,正面,,外观,2025-08-14 19:17:34,2025/08/14,19
C酱2区,这是真的吗,"这是真的吗
",其他,否,0.0,5.0,109.0,1.0,0.0,1.8,中性,,,2025-08-14 19:27:48,2025/08/14,19
C酱2区,我宣布这个不亚于图书馆30秒,"我宣布这个不亚于图书馆30秒
",其他,否,0.0,0.0,116.0,1.0,0.0,0.3,中性,,,2025-08-14 19:29:05,2025/08/14,19
C酱2区,额真这样想的吗？,"额真这样想的吗？
",其他,否,0.0,0.0,107.0,1.0,0.0,0.3,中性,,,2025-08-14 19:30:30,2025/08/14,19
C酱2区,哈哈哈哈 食堂打伞,"哈哈哈哈 食堂打伞
",其他,否,0.0,0.0,113.0,1.0,0.0,0.3,中性,,,2025-08-14 19:37:37,2025/08/14,19
C酱2区,她主动起来真的很主动，但认错人了！,"她主动起来真的很主动，但认错人了！
",其他,否,0.0,0.0,119.0,1.0,0.0,0.3,中性,,,2025-08-14 19:42:23,2025/08/14,19
C酱2区,我有恋爱了,"我有恋爱了
",其他,否,0.0,0.0,115.0,2.0,0.0,0.6,正面,,,2025-08-14 19:49:01,2025/08/14,19
C酱2区,希望下次秒懂，是做数学题的时候,"希望下次秒懂，是做数学题的时候
",其他,否,0.0,0.0,96.0,1.0,0.0,0.3,中性,,,2025-08-14 20:00:31,2025/08/14,20
C酱2区,其实两个人也可以,"其实两个人也可以
",其他,否,0.0,0.0,113.0,1.0,0.0,0.3,正面,,材质,2025-08-14 20:11:18,2025/08/14,20
C酱2区,这是什么段位,"这是什么段位
",其他,否,0.0,0.0,111.0,1.0,0.0,0.3,中性,,,2025-08-14 20:12:45,2025/08/14,20
C酱2区,十月份才开学吗？,"十月份才开学吗？
",其他,否,0.0,0.0,117.0,1.0,0.0,0.3,中性,,,2025-08-14 20:21:07,2025/08/14,20
C酱2区,锅有啥用，全靠手艺,"锅有啥用，全靠手艺
",其他,否,0.0,0.0,116.0,1.0,0.0,0.3,中性,,,2025-08-14 20:42:30,2025/08/14,20
C酱2区,幸福属于知足的人,"幸福属于知足的人
",其他,否,0.0,0.0,123.0,1.0,0.0,0.3,中性,,,2025-08-14 21:02:27,2025/08/14,21
C酱2区,我觉得她说得对，建议原神把女角色都性转成男人，以后有女不玩,"我觉得她说得对，建议原神把女角色都性转成男人，以后有女不玩
",其他,否,0.0,0.0,125.0,1.0,0.0,0.3,中性,,,2025-08-14 21:14:56,2025/08/14,21
C酱2区,偶遇“股距机”,"偶遇“股距机”
",其他,否,0.0,1.0,104.0,2.0,0.0,0.8999999999999999,中性,,,2025-08-14 22:00:40,2025/08/14,22
C酱2区,力气要用在结果上不要用在情绪上,"力气要用在结果上不要用在情绪上
",其他,否,0.0,0.0,118.0,2.0,0.0,0.6,中性,,,2025-08-14 22:08:31,2025/08/14,22
C酱2区,那很社s了,"那很社s了
",其他,否,0.0,0.0,93.0,1.0,0.0,0.3,中性,,,2025-08-14 22:10:18,2025/08/14,22
C酱2区,再见了麻麻今晚我就要远航,"再见了麻麻今晚我就要远航
",其他,否,0.0,0.0,119.0,1.0,0.0,0.3,中性,,,2025-08-14 22:17:03,2025/08/14,22
C酱2区,杯：我会一直看着你……一直,"杯：我会一直看着你……一直
",其他,否,0.0,0.0,119.0,1.0,0.0,0.3,中性,,,2025-08-14 22:19:14,2025/08/14,22
C酱2区,假装不是你扔的并立即离开吧！,"假装不是你扔的并立即离开吧！
",其他,否,0.0,0.0,116.0,1.0,0.0,0.3,中性,,,2025-08-14 22:20:17,2025/08/14,22
C酱2区,看不懂，，,"看不懂，，
",其他,否,0.0,0.0,113.0,1.0,0.0,0.3,中性,,,2025-08-15 19:07:35,2025/08/15,19
C酱2区,累了就休息，别逞强。,"累了就休息，别逞强。
",其他,否,0.0,0.0,120.0,1.0,0.0,0.3,正面,,,2025-08-15 19:30:17,2025/08/15,19
C酱2区,撞见人家谈恋爱你拿尺子干嘛~,"撞见人家谈恋爱你拿尺子干嘛~
",其他,否,0.0,0.0,101.0,0.0,0.0,0.0,正面,,,2025-08-15 19:39:10,2025/08/15,19
C酱2区,许愿一个这样负责的英语老师,"许愿一个这样负责的英语老师
",其他,否,0.0,0.0,123.0,0.0,0.0,0.0,中性,,,2025-08-15 19:41:43,2025/08/15,19
C酱2区,真是这样吗,"真是这样吗
",其他,否,0.0,0.0,113.0,2.0,0.0,0.6,中性,,,2025-08-15 19:41:57,2025/08/15,19
C酱2区,这次是真喝，之前的拿去干嘛了？,"这次是真喝，之前的拿去干嘛了？
",其他,否,0.0,0.0,116.0,0.0,0.0,0.0,中性,,,2025-08-15 19:47:35,2025/08/15,19
C酱2区,过于真实了，虽然拥挤，但是呆在一块很热闹,"过于真实了，虽然拥挤，但是呆在一块很热闹
",其他,否,0.0,0.0,119.0,0.0,0.0,0.0,正面,,材质,2025-08-15 19:48:51,2025/08/15,19
C酱2区,羡慕很羡慕,"羡慕很羡慕
",其他,否,0.0,0.0,113.0,0.0,0.0,0.0,中性,,,2025-08-15 19:50:35,2025/08/15,19
C酱2区,看完浪费了一分钟,"看完浪费了一分钟
",其他,否,0.0,0.0,107.0,0.0,0.0,0.0,中性,,,2025-08-15 21:02:37,2025/08/15,21
C酱2区,我不行了~,"我不行了~
",其他,否,0.0,0.0,115.0,0.0,0.0,0.0,中性,,,2025-08-15 21:12:18,2025/08/15,21
C酱2区,答案是多少呢？,"答案是多少呢？
",其他,否,1.0,0.0,121.0,1.0,0.0082644628099173,0.7,中性,,,2025-08-15 21:19:10,2025/08/15,21
C酱2区,可以说吗，有点猎奇啦,"可以说吗，有点猎奇啦
",其他,否,0.0,0.0,110.0,1.0,0.0,0.3,正面,,,2025-08-15 21:27:26,2025/08/15,21
C酱2区,怎么让男朋友主动一点,"怎么让男朋友主动一点
",其他,否,1.0,4.0,120.0,2.0,0.0083333333333333,2.2,中性,,,2025-08-15 21:28:45,2025/08/15,21
C酱2区,这衣服会不会鼓包啊,"这衣服会不会鼓包啊
",其他,否,0.0,0.0,113.0,0.0,0.0,0.0,中性,,,2025-08-15 21:31:48,2025/08/15,21
C酱2区,一旦接受了这设定，就再也回不去！,"一旦接受了这设定，就再也回不去！
",其他,否,0.0,0.0,108.0,0.0,0.0,0.0,中性,,,2025-08-15 21:41:03,2025/08/15,21
C酱2区,为什么历史是history，而不是herstory?,"为什么历史是history，而不是herstory?
",其他,否,0.0,0.0,107.0,0.0,0.0,0.0,中性,,,2025-08-15 21:49:03,2025/08/15,21
C酱2区,现在的小孩都怎么了,"现在的小孩都怎么了
",其他,否,0.0,0.0,119.0,0.0,0.0,0.0,中性,,,2025-08-15 21:59:27,2025/08/15,21
C酱2区,也是个人才！,"也是个人才！
",其他,否,0.0,0.0,113.0,1.0,0.0,0.3,中性,,,2025-08-15 22:08:04,2025/08/15,22
C酱2区,可能是 被猫娘好好照顾应该会很幸福吧！,"可能是 被猫娘好好照顾应该会很幸福吧！
",其他,否,0.0,0.0,126.0,0.0,0.0,0.0,正面,猫娘,,2025-08-15 22:10:46,2025/08/15,22
C酱2区,你是选左边还是右边呢？,"你是选左边还是右边呢？
",其他,否,0.0,0.0,108.0,0.0,0.0,0.0,中性,,,2025-08-15 22:14:39,2025/08/15,22
C酱2区,我可以做你朋友,"我可以做你朋友
",其他,否,0.0,0.0,118.0,1.0,0.0,0.3,正面,,,2025-08-15 22:17:10,2025/08/15,22
C酱2区,？？？？？,"？？？？？
",其他,否,0.0,0.0,107.0,0.0,0.0,0.0,中性,,,2025-08-15 22:19:05,2025/08/15,22
C酱2区,好奇猫猫喵,"好奇猫猫喵
",其他,否,0.0,0.0,31.0,0.0,0.0,0.0,正面,,,2025-08-15 22:31:02,2025/08/15,22
C酱2区,想起了三体里的计算机,"想起了三体里的计算机
",其他,否,0.0,0.0,111.0,0.0,0.0,0.0,中性,,,2025-08-15 22:38:27,2025/08/15,22
C酱2区,拭墓以die,"拭墓以die
",其他,否,0.0,0.0,107.0,0.0,0.0,0.0,中性,,,2025-08-15 22:46:54,2025/08/15,22
C酱2区,好像没毛病并想试试,"好像没毛病并想试试
",其他,否,0.0,0.0,109.0,0.0,0.0,0.0,正面,,,2025-08-15 22:59:17,2025/08/15,22
C酱2区,明明一样，但又不一样,"明明一样，但又不一样
",其他,否,1.0,0.0,128.0,3.0,0.0078125,1.2999999999999998,中性,,,2025-08-16 17:23:16,2025/08/16,17
C酱2区,是这样吗？,"是这样吗？
",其他,否,0.0,0.0,112.0,0.0,0.0,0.0,中性,,,2025-08-16 17:25:25,2025/08/16,17
C酱2区,谈一个爱打游戏的对象,"谈一个爱打游戏的对象
",其他,否,0.0,0.0,118.0,0.0,0.0,0.0,正面,,,2025-08-16 17:27:38,2025/08/16,17
C酱2区,是这样吗？,"是这样吗？
",其他,否,1.0,0.0,125.0,0.0,0.008,0.4,中性,,,2025-08-16 17:30:30,2025/08/16,17
C酱2区,男朋友可以说是很懂你了,"男朋友可以说是很懂你了
",其他,否,0.0,0.0,105.0,1.0,0.0,0.3,正面,,,2025-08-16 17:46:11,2025/08/16,17
C酱2区,要怎么安排呢,"要怎么安排呢
",其他,否,0.0,0.0,99.0,1.0,0.0,0.3,中性,,,2025-08-16 18:11:50,2025/08/16,18
C酱2区,不要奖励他！,"不要奖励他！
",其他,否,0.0,0.0,89.0,1.0,0.0,0.3,中性,,,2025-08-16 18:39:34,2025/08/16,18
C酱2区,红红火火恍恍惚惚,"红红火火恍恍惚惚
",其他,否,0.0,1.0,110.0,0.0,0.0,0.3,中性,,,2025-08-16 18:54:36,2025/08/16,18
C酱2区,不必羡慕他人,"不必羡慕他人
",其他,否,0.0,1.0,108.0,0.0,0.0,0.3,中性,,,2025-08-16 21:23:27,2025/08/16,21
C酱2区,太真实了！我破防了,"太真实了！我破防了
",其他,否,0.0,0.0,108.0,0.0,0.0,0.0,正面,,材质,2025-08-16 21:33:56,2025/08/16,21
C酱2区,都在彼此最需要的...年纪找到了对方,"都在彼此最需要的...年纪找到了对方
",其他,否,0.0,0.0,106.0,0.0,0.0,0.0,中性,,,2025-08-16 21:46:18,2025/08/16,21
C酱2区,坐上去能坚持多久？,"坐上去能坚持多久？
",其他,否,0.0,0.0,124.0,0.0,0.0,0.0,中性,,,2025-08-16 21:59:00,2025/08/16,21
C酱2区,那一年他就掌握了帝王之道！,"那一年他就掌握了帝王之道！
假如你在8岁的时候捡到100元会怎么做呢？",其他,否,1.0,0.0,147.0,0.0,0.0068027210884353,0.4,中性,,,2025-08-18 15:39:15,2025/08/18,15
C酱2区,所以是什么意思，没看懂！,"所以是什么意思，没看懂！
",其他,否,2.0,1.0,158.0,0.0,0.0126582278481012,1.1,中性,,,2025-08-18 15:44:42,2025/08/18,15
C酱2区,快变成哲学家了😱,"快变成哲学家了😱
",其他,否,0.0,1.0,78.0,0.0,0.0,0.3,中性,,,2025-08-18 15:55:21,2025/08/18,15
C酱2区,鉴定完毕，应该是niao液,"鉴定完毕，应该是niao液
",其他,否,3.0,2.0,98.0,2.0,0.0306122448979591,2.4000000000000004,中性,,,2025-08-18 16:07:53,2025/08/18,16
C酱2区,选哪三个啊？,"选哪三个啊？
",其他,否,0.0,0.0,60.0,0.0,0.0,0.0,中性,,,2025-08-18 16:24:52,2025/08/18,16
C酱2区,是谁的“保密发货” ？,"是谁的“保密发货” ？
",其他,否,3.0,1.0,136.0,1.0,0.0220588235294117,1.8000000000000005,中性,,,2025-08-18 16:27:46,2025/08/18,16
C酱2区,有内味儿了,"有内味儿了
",其他,否,0.0,0.0,44.0,0.0,0.0,0.0,中性,,,2025-08-18 16:44:43,2025/08/18,16
C酱2区,这是什么按钮，可以控制他们？,"这是什么按钮，可以控制他们？
",其他,否,0.0,0.0,150.0,0.0,0.0,0.0,正面,,,2025-08-18 17:29:52,2025/08/18,17
C酱2区,有条件你不能找个人吗哈哈哈哈,"有条件你不能找个人吗哈哈哈哈
",其他,否,0.0,1.0,129.0,0.0,0.0,0.3,中性,,,2025-08-18 20:13:24,2025/08/18,20
C酱2区,？？？？？,"？？？？？
",其他,否,0.0,0.0,140.0,0.0,0.0,0.0,中性,,,2025-08-18 20:15:11,2025/08/18,20
C酱2区,高情商回复,"高情商回复
",其他,否,0.0,1.0,136.0,0.0,0.0,0.3,中性,,,2025-08-18 20:23:58,2025/08/18,20
C酱2区,？？？？？,"？？？？？
",其他,否,0.0,1.0,128.0,0.0,0.0,0.3,中性,,,2025-08-18 20:44:07,2025/08/18,20
C酱2区,很难评是谁对谁错,"很难评是谁对谁错
",其他,否,0.0,0.0,164.0,0.0,0.0,0.0,中性,,,2025-08-19 18:35:15,2025/08/19,18
C酱2区,女装只有0次和无数次,"女装只有0次和无数次
",其他,否,0.0,0.0,118.0,0.0,0.0,0.0,中性,,,2025-08-19 19:03:13,2025/08/19,19
C酱2区,为什么现在的男孩子不主动了,"为什么现在的男孩子不主动了
",其他,否,1.0,0.0,121.0,0.0,0.0082644628099173,0.4,中性,,,2025-08-19 19:09:53,2025/08/19,19
C酱2区,为什么非要生娃诶,"为什么非要生娃诶
",其他,否,0.0,0.0,128.0,0.0,0.0,0.0,中性,,,2025-08-19 19:10:24,2025/08/19,19
C酱2区,打游戏的我看了看我的鼠标，觉得说得挺有道理的,"打游戏的我看了看我的鼠标，觉得说得挺有道理的
",其他,否,0.0,0.0,100.0,1.0,0.0,0.3,中性,,,2025-08-19 19:11:24,2025/08/19,19
C酱2区,我怎么记得是红瓶有点甜,"我怎么记得是红瓶有点甜
",其他,否,0.0,0.0,114.0,0.0,0.0,0.0,中性,,,2025-08-19 19:13:17,2025/08/19,19
C酱2区,更有兴趣了？？？,"更有兴趣了？？？
",其他,否,0.0,0.0,119.0,0.0,0.0,0.0,中性,,,2025-08-19 19:19:14,2025/08/19,19
C酱2区,完，我只看过广西少女乐队,"完，我只看过广西少女乐队
",其他,否,0.0,0.0,120.0,0.0,0.0,0.0,中性,,,2025-08-19 19:23:09,2025/08/19,19
C酱2区,《公司派我去体验12万的头等舱》 《Tim挑战上岛100小时》,"《公司派我去体验12万的头等舱》 《Tim挑战上岛100小时》
",其他,否,0.0,0.0,121.0,2.0,0.0,0.6,中性,,,2025-08-19 19:29:55,2025/08/19,19
C酱2区,酸味真的很好闻,"酸味真的很好闻
",其他,否,0.0,0.0,123.0,0.0,0.0,0.0,正面,,气味,2025-08-19 19:34:01,2025/08/19,19
C酱2区,树大根深！,"树大根深！
",其他,否,0.0,0.0,106.0,3.0,0.0,0.8999999999999999,中性,,,2025-08-19 20:04:39,2025/08/19,20
C酱2区,选择阅读理解并过度理解,"选择阅读理解并过度理解
",其他,否,0.0,0.0,112.0,1.0,0.0,0.3,中性,,通道刺激度,2025-08-19 20:09:47,2025/08/19,20
C酱2区,有些神经了,"有些神经了
",其他,否,0.0,0.0,111.0,1.0,0.0,0.3,中性,,,2025-08-19 20:12:23,2025/08/19,20
C酱2区,安徽，一个被低估的抽象省份,"安徽，一个被低估的抽象省份
",其他,否,0.0,0.0,113.0,2.0,0.0,0.6,中性,,,2025-08-19 20:20:14,2025/08/19,20
C酱2区,啊？现在不行了吗？,"啊？现在不行了吗？
",其他,否,0.0,0.0,120.0,0.0,0.0,0.0,中性,,,2025-08-19 20:55:05,2025/08/19,20
C酱2区,裤子很有弹性了,"裤子很有弹性了
",其他,否,0.0,0.0,126.0,1.0,0.0,0.3,中性,,材质,2025-08-19 21:44:57,2025/08/19,21
C酱2区,是光合作用！,"是光合作用！
",其他,否,0.0,0.0,119.0,0.0,0.0,0.0,中性,,,2025-08-19 21:50:04,2025/08/19,21
C酱2区,古咕顾（珠颈斑鸠）拟人,"古咕顾（珠颈斑鸠）拟人
",其他,否,0.0,0.0,123.0,0.0,0.0,0.0,中性,,,2025-08-20 18:33:21,2025/08/20,18
C酱2区,想生就生呗,"想生就生呗
",其他,否,0.0,1.0,125.0,0.0,0.0,0.3,中性,,,2025-08-20 18:45:43,2025/08/20,18
C酱2区,互相抓住了对方的把柄,"互相抓住了对方的把柄
",其他,否,2.0,5.0,158.0,2.0,0.0126582278481012,2.9,中性,,,2025-08-20 19:07:52,2025/08/20,19
C酱2区,家庭气氛倒是挺轻松的,"家庭气氛倒是挺轻松的
",其他,否,0.0,0.0,116.0,0.0,0.0,0.0,负面,,,2025-08-20 19:09:38,2025/08/20,19
C酱2区,这下玩过头了叭~,"这下玩过头了叭~
",其他,否,0.0,0.0,114.0,0.0,0.0,0.0,中性,,,2025-08-20 19:11:52,2025/08/20,19
C酱2区,再在楼下开个打印店~临时告知简历需要2份复印件～,"再在楼下开个打印店~临时告知简历需要2份复印件～
",其他,否,0.0,0.0,111.0,0.0,0.0,0.0,中性,,,2025-08-20 19:16:15,2025/08/20,19
